title,paragraphs
The Candidates: Pete Buttigieg," It's a person who woke up one day in high school and said, I want to be the assistant secretary for the Middle East and took the right courses and got the right jobs and had the right fellowships and wrote the right papers and ah and did everything in order to occupy that title"
The Candidates: Pete Buttigieg," And the other person is somebody who said my woke up in high school and said, I want to be the person who makes the United States of force toward peace in the Middle East"
The Candidates: Pete Buttigieg," They don't know what that's gonna mean, and maybe it means they start out becoming an activist, or maybe they're in academic  Or maybe they're, ah, civil servant or whatever, but by whatever winding path they wind up in this job"
The Candidates: Pete Buttigieg," All right, which of those two scenarios is gonna lead to somebody who's better equipped to take that job? They've been handed, and I got to think it's the latter  And so what I've tried to do in my life is Thio prepare myself to be useful to others"
The Candidates: Pete Buttigieg," Ah, and yes, I think that in all likelihood means in a form that involves holding office or seeking office, or at least public life where I speak to lots of people, sometimes millions at the same time  But it's not about necessarily having one title or another"
The Candidates: Pete Buttigieg," And so I think if you over think it, that's where you start to lose the fidelity to what it is that would guide you when you actually get what you've been chasing for a long time"
The Candidates: Pete Buttigieg," Jimmy, what do we learn from Mayor Pete? Booted about the way he reconciled his political ambition with this essential fact about himself that he feared would in danger, that ambition"
The Candidates: Pete Buttigieg," I think we learned a lot about his decision making process, not just how he internalizes decisions personally, but how he thinks about them in the longer arc of a political career"
The Candidates: Pete Buttigieg," And he's been very intentional along the way about choosing certain endeavors that he thinks would benefit a long term political career  Now some people would think on the one hand, that's too calculating  I don't want somebody who's thought about being president since he was a teenager"
The Candidates: Pete Buttigieg," And you know, in the era when voters seem to prise authenticity in their political figures, they could see that as inauthentic  On the other hand, the decision that he made toe wait seems to have borne out to his benefit here"
The Candidates: Pete Buttigieg," He is the first openly gay candidate for president of the United States, who has a legitimate shot at being his party's nominee  Look at where he is in the Democratic primary  Right now  He's rocketed to the top of the polls"
The Candidates: Pete Buttigieg," He's brought in all this money, in large part because he's gay, and that opened a lot of doors with Democratic donors  He's heading into the Iowa caucuses in the lead by some measures"
